sorting.id,FY,hyperlink,Department,titles,links,service,program,reserve.or.not,amended.or.not
6,2003,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2003.aspx,Navy,"Reserve Personnel, Navy",http://www.secnav.navy.mil/fmc/fmb/Documents/03pres/pers/RPN_book.pdf,Navy,Military.Personnel,reserve,PBR.for.this.program.was.amended
7,2003,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2003.aspx,Navy,"Reserve Personnel, Marine Corps",http://www.secnav.navy.mil/fmc/fmb/Documents/03pres/pers/RPMC_BOOK.pdf,Marine.Corps,Military.Personnel,reserve,PBR.for.this.program.was.amended
8,2003,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2003.aspx,Navy,"Operation & Maintenance, Navy",http://www.secnav.navy.mil/fmc/fmb/Documents/03pres/ops/OMN_BOOK.pdf,Navy,O.M,not.reserve,PBR.for.this.program.was.amended
9,2003,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2003.aspx,Navy,"Operation & Maintenance, Navy Databook",http://www.secnav.navy.mil/fmc/fmb/Documents/03pres/ops/OMN_DATABOOK.pdf,Navy,O.M,not.reserve,PBR.for.this.program.was.amended
10,2003,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2003.aspx,Navy,"Operation & Maintenance, Marine Corps",http://www.secnav.navy.mil/fmc/fmb/Documents/03pres/ops/OMMC_BOOK.pdf,Marine.Corps,O.M,not.reserve,PBR.for.this.program.was.amended
11,2003,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2003.aspx,Navy,"Operation & Maintenance, Marine Corps Databook",http://www.secnav.navy.mil/fmc/fmb/Documents/03pres/ops/OMMC_DATABOOK.pdf,Marine.Corps,O.M,not.reserve,PBR.for.this.program.was.amended
12,2003,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2003.aspx,Navy,"Operation & Maintenance, Navy Reserve",http://www.secnav.navy.mil/fmc/fmb/Documents/03pres/ops/OMNR_BOOK.pdf,Navy,O.M,reserve,PBR.for.this.program.was.amended
13,2003,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2003.aspx,Navy,"Operation & Maintenance, Marine Corps Reserve",http://www.secnav.navy.mil/fmc/fmb/Documents/03pres/ops/OMMCR_BOOK.pdf,Marine.Corps,O.M,reserve,PBR.for.this.program.was.amended
14,2003,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2003.aspx,Navy,Navy Working Captial Fund,http://www.secnav.navy.mil/fmc/fmb/Documents/03pres/nwcf/NWCF_BOOK.pdf,Navy,summary.docs,not.reserve,PBR.for.this.program.was.amended
15,2003,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2003.aspx,Navy,"Weapons Procurement, Navy",http://www.secnav.navy.mil/fmc/fmb/Documents/03pres/proc/WPN_book.pdf,Navy,Procurement.General,not.reserve,PBR.for.this.program.was.amended
16,2003,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2003.aspx,Navy,"Shipbuilding and Conversion, Navy",http://www.secnav.navy.mil/fmc/fmb/Documents/03pres/proc/SCN_book.pdf,Navy,Procurement.General,not.reserve,PBR.for.this.program.was.amended
17,2003,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2003.aspx,Navy,Procurement Marine Corps,http://www.secnav.navy.mil/fmc/fmb/Documents/03pres/proc/PMC_book.pdf,Marine.Corps,Procurement.General,not.reserve,PBR.for.this.program.was.amended
18,2003,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2003.aspx,Navy,"Procurement of Ammunition, Navy & Marine Corps (Vol 1)",http://www.secnav.navy.mil/fmc/fmb/Documents/03pres/proc/PANMC_BA_1_book.pdf,Navy,Procurement.Ammunition,not.reserve,not.amended
19,2003,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2003.aspx,Navy,"Procurement of Ammunition, Navy & Marine Corps (Vol 2)",http://www.secnav.navy.mil/fmc/fmb/Documents/03pres/proc/PANMC_BA_2_book.pdf,Navy,Procurement.Ammunition,not.reserve,not.amended
20,2003,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2003.aspx,Navy,National Defense Sealift Fund,http://www.secnav.navy.mil/fmc/fmb/Documents/03pres/proc/NDSF_book.pdf,NA,Procurement.General,not.reserve,PBR.for.this.program.was.amended
21,2003,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2003.aspx,Navy,"Consolidated Spares and Repair Parts, Navy",http://www.secnav.navy.mil/fmc/fmb/Documents/03pres/proc/SPARES_book.pdf,Navy,Procurement.General,not.reserve,PBR.for.this.program.was.amended
22,2003,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2003.aspx,Navy,"Aircraft Procurement, BA 1-4",http://www.secnav.navy.mil/fmc/fmb/Documents/03pres/proc/APN_BA_1-4_book.pdf,NA,Procurement.Aircraft,not.reserve,not.amended
23,2003,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2003.aspx,Navy,"Aircraft Procurement, BA 5",http://www.secnav.navy.mil/fmc/fmb/Documents/03pres/proc/APN_BA_5_book.pdf,NA,Procurement.Aircraft,not.reserve,not.amended
24,2003,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2003.aspx,Navy,"Aircraft Procurement, BA 7",http://www.secnav.navy.mil/fmc/fmb/Documents/03pres/proc/APN_BA_7_book.pdf,NA,Procurement.Aircraft,not.reserve,not.amended
25,2003,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2003.aspx,Navy,"Other Procurement, BA 1",http://www.secnav.navy.mil/fmc/fmb/Documents/03pres/proc/OPN_BA_1_book.pdf,NA,Procurement.Other,not.reserve,PBR.for.this.program.was.amended
26,2003,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2003.aspx,Navy,"Other Procurement, BA 2",http://www.secnav.navy.mil/fmc/fmb/Documents/03pres/proc/OPN_BA_2_book.pdf,NA,Procurement.Other,not.reserve,PBR.for.this.program.was.amended
27,2003,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2003.aspx,Navy,"Other Procurement, BA 3",http://www.secnav.navy.mil/fmc/fmb/Documents/03pres/proc/OPN_BA_3_book.pdf,NA,Procurement.Other,not.reserve,PBR.for.this.program.was.amended
28,2003,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2003.aspx,Navy,"Other Procurement, BA 4",http://www.secnav.navy.mil/fmc/fmb/Documents/03pres/proc/OPN_BA_4_book.pdf,NA,Procurement.Other,not.reserve,PBR.for.this.program.was.amended
29,2003,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2003.aspx,Navy,"Other Procurement, BA 5 - 7",http://www.secnav.navy.mil/fmc/fmb/Documents/03pres/proc/OPN_BA_5-7_book.pdf,NA,Procurement.Other,not.reserve,PBR.for.this.program.was.amended
30,2003,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2003.aspx,Navy,"Base Closure & Realignment, I-IV",http://www.secnav.navy.mil/fmc/fmb/Documents/03pres/constr/BRAC_book.pdf,NA,BRAC,not.reserve,not.amended
31,2003,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2003.aspx,Navy,Family Housing Construction,http://www.secnav.navy.mil/fmc/fmb/Documents/03pres/constr/FHCON_book.pdf,NA,Military.Construction,not.reserve,PBR.for.this.program.was.amended
32,2003,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2003.aspx,Navy,Military Construction & Family Housing Programs ,http://www.secnav.navy.mil/fmc/fmb/Documents/03pres/constr/MCN_book.pdf,NA,Military.Construction,not.reserve,PBR.for.this.program.was.amended
33,2003,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2003.aspx,Navy,"Military Construction, Navy & Marine Corps Reserve Programs",http://www.secnav.navy.mil/fmc/fmb/Documents/03pres/constr/MCNR_book.pdf,Navy,Military.Construction,reserve,PBR.for.this.program.was.amended
34,2003,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2003.aspx,Navy,"Research & Development, Navy (BA 1 - 3)",http://www.secnav.navy.mil/fmc/fmb/Documents/03pres/rdten/RDTEN_BA_1-3_book.pdf,Navy,RDT.E,not.reserve,not.amended
35,2003,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2003.aspx,Navy,"Research & Development, Navy (BA 4)",http://www.secnav.navy.mil/fmc/fmb/Documents/03pres/rdten/RDTEN_BA_4_book.pdf,Navy,RDT.E,not.reserve,not.amended
36,2003,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2003.aspx,Navy,"Research & Development, Navy (BA 5)",http://www.secnav.navy.mil/fmc/fmb/Documents/03pres/rdten/RDTEN_BA_5_book.pdf,Navy,RDT.E,not.reserve,not.amended
37,2003,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2003.aspx,Navy,"Research & Development, Navy (BA 6)",http://www.secnav.navy.mil/fmc/fmb/Documents/03pres/rdten/RDTEN_BA_6_book.pdf,Navy,RDT.E,not.reserve,not.amended
38,2003,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2003.aspx,Navy,"Research & Development, Navy (BA 7)",http://www.secnav.navy.mil/fmc/fmb/Documents/03pres/rdten/RDTEN_BA_7_book.pdf,Navy,RDT.E,not.reserve,not.amended
1,2004,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2004.aspx,Navy,FY04 Budget Overview to the Press,http://www.secnav.navy.mil/fmc/fmb/Documents/04pres/highbook/04press_brief.pdf,NA,summary.docs,not.reserve,PBR.for.this.program.was.amended
2,2004,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2004.aspx,Navy,Budget Highlights Book,http://www.secnav.navy.mil/fmc/fmb/Documents/04pres/highbook/highlights_book.pdf,NA,summary.docs,not.reserve,PBR.for.this.program.was.amended
3,2004,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2004.aspx,Navy,Office of Budget FY04 Databook,http://www.secnav.navy.mil/fmc/fmb/Documents/04pres/databook/databook.pdf,NA,summary.docs,not.reserve,PBR.for.this.program.was.amended
4,2004,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2004.aspx,Navy,Supporting Exhibits,http://www.secnav.navy.mil/fmc/fmb/Documents/04pres/SUPP/supp_BOOK.pdf,NA,summary.docs,not.reserve,PBR.for.this.program.was.amended
5,2004,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2004.aspx,Navy,"Military Personnel, Navy",http://www.secnav.navy.mil/fmc/fmb/Documents/04pres/pers/MPN_BOOK.pdf,Navy,Military.Personnel,not.reserve,PBR.for.this.program.was.amended
6,2004,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2004.aspx,Navy,"Military Personnel, Marine Corps",http://www.secnav.navy.mil/fmc/fmb/Documents/04pres/pers/MPMC_BOOK.pdf,Marine.Corps,Military.Personnel,not.reserve,PBR.for.this.program.was.amended
7,2004,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2004.aspx,Navy,"Reserve Personnel, Navy",http://www.secnav.navy.mil/fmc/fmb/Documents/04pres/pers/RPN_BOOK.pdf,Navy,Military.Personnel,reserve,PBR.for.this.program.was.amended
8,2004,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2004.aspx,Navy,"Reserve Personnel, Marine Corps",http://www.secnav.navy.mil/fmc/fmb/Documents/04pres/pers/RPMC_BOOK.pdf,Marine.Corps,Military.Personnel,reserve,PBR.for.this.program.was.amended
9,2004,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2004.aspx,Navy,"Operation & Maintenance, Navy",http://www.secnav.navy.mil/fmc/fmb/Documents/04pres/ops/OMN_BOOK.pdf,Navy,O.M,not.reserve,PBR.for.this.program.was.amended
10,2004,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2004.aspx,Navy,"Operation & Maintenance, Navy Databook",http://www.secnav.navy.mil/fmc/fmb/Documents/04pres/ops/OMN_DataBOOK.pdf,Navy,O.M,not.reserve,PBR.for.this.program.was.amended
11,2004,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2004.aspx,Navy,"Operation & Maintenance, Marine Corps",http://www.secnav.navy.mil/fmc/fmb/Documents/04pres/ops/OMMC_BOOK.pdf,Marine.Corps,O.M,not.reserve,PBR.for.this.program.was.amended
12,2004,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2004.aspx,Navy,"Operation & Maintenance, Marine Corps Databook",http://www.secnav.navy.mil/fmc/fmb/Documents/04pres/ops/OMMC_DATABOOK.pdf,Marine.Corps,O.M,not.reserve,PBR.for.this.program.was.amended
13,2004,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2004.aspx,Navy,"Operation & Maintenance, Navy Reserve",http://www.secnav.navy.mil/fmc/fmb/Documents/04pres/ops/OMNR_BOOK.pdf,Navy,O.M,reserve,PBR.for.this.program.was.amended
14,2004,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2004.aspx,Navy,"Operation & Maintenance, Marine Corps Reserve",http://www.secnav.navy.mil/fmc/fmb/Documents/04pres/ops/OMMCR_BOOK.pdf,Marine.Corps,O.M,reserve,PBR.for.this.program.was.amended
15,2004,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2004.aspx,Navy,Navy Working Captial Fund,http://www.secnav.navy.mil/fmc/fmb/Documents/04pres/nwcf/NWCF_BOOK.pdf,Navy,summary.docs,not.reserve,PBR.for.this.program.was.amended
16,2004,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2004.aspx,Navy,"Weapons Procurement, Navy",http://www.secnav.navy.mil/fmc/fmb/Documents/04pres/proc/WPN_BOOK.pdf,Navy,Procurement.General,not.reserve,PBR.for.this.program.was.amended
17,2004,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2004.aspx,Navy,"Shipbuilding and Conversion, Navy",http://www.secnav.navy.mil/fmc/fmb/Documents/04pres/proc/SCN_BOOK.pdf,Navy,Procurement.General,not.reserve,PBR.for.this.program.was.amended
18,2004,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2004.aspx,Navy,Procurement Marine Corps,http://www.secnav.navy.mil/fmc/fmb/Documents/04pres/proc/PMC_BOOK.pdf,Marine.Corps,Procurement.General,not.reserve,PBR.for.this.program.was.amended
19,2004,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2004.aspx,Navy,National Defense Sealift Fund,http://www.secnav.navy.mil/fmc/fmb/Documents/04pres/proc/NDSF_BOOK.pdf,NA,Procurement.General,not.reserve,PBR.for.this.program.was.amended
20,2004,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2004.aspx,Navy,"Consolidated Spares and Repair Parts, Navy",http://www.secnav.navy.mil/fmc/fmb/Documents/04pres/proc/Spares_BOOK.pdf,Navy,Procurement.General,not.reserve,PBR.for.this.program.was.amended
21,2004,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2004.aspx,Navy,"Aircraft Procurement, BA 1-4",http://www.secnav.navy.mil/fmc/fmb/Documents/04pres/proc/APN_BA_1-4_BOOK.pdf,NA,Procurement.Aircraft,not.reserve,not.amended
22,2004,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2004.aspx,Navy,"Aircraft Procurement, BA 5",http://www.secnav.navy.mil/fmc/fmb/Documents/04pres/proc/APN_BA_5_BOOK.pdf,NA,Procurement.Aircraft,not.reserve,not.amended
23,2004,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2004.aspx,Navy,"Aircraft Procurement, BA 7",http://www.secnav.navy.mil/fmc/fmb/Documents/04pres/proc/APN_BA_7_BOOK.pdf,NA,Procurement.Aircraft,not.reserve,not.amended
24,2004,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2004.aspx,Navy,"Other Procurement, BA 1",http://www.secnav.navy.mil/fmc/fmb/Documents/04pres/proc/OPN_BA_1_BOOK.pdf,NA,Procurement.Other,not.reserve,PBR.for.this.program.was.amended
25,2004,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2004.aspx,Navy,"Other Procurement, BA 2",http://www.secnav.navy.mil/fmc/fmb/Documents/04pres/proc/OPN_BA_2_BOOK.pdf,NA,Procurement.Other,not.reserve,PBR.for.this.program.was.amended
26,2004,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2004.aspx,Navy,"Other Procurement, BA 3",http://www.secnav.navy.mil/fmc/fmb/Documents/04pres/proc/OPN_BA_3_BOOK.pdf,NA,Procurement.Other,not.reserve,PBR.for.this.program.was.amended
27,2004,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2004.aspx,Navy,"Other Procurement, BA 4",http://www.secnav.navy.mil/fmc/fmb/Documents/04pres/proc/OPN_BA_4_BOOK.pdf,NA,Procurement.Other,not.reserve,PBR.for.this.program.was.amended
28,2004,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2004.aspx,Navy,"Other Procurement, BA 5 - 7",http://www.secnav.navy.mil/fmc/fmb/Documents/04pres/proc/OPN_BA_5-7_BOOK.pdf,NA,Procurement.Other,not.reserve,PBR.for.this.program.was.amended
29,2004,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2004.aspx,Navy," Procurement of Ammunition, Navy & Marine Corps (Vol 2)",http://www.secnav.navy.mil/fmc/fmb/Documents/04pres/proc/PANMC_BA_2_BOOK.pdf,Navy,Procurement.Ammunition,not.reserve,not.amended
30,2004,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2004.aspx,Navy,"Procurement of Ammunition, Navy & Marine Corps (Vol 1)",http://www.secnav.navy.mil/fmc/fmb/Documents/04pres/proc/PANMC_BA_1_BOOK.pdf,Navy,Procurement.Ammunition,not.reserve,not.amended
31,2004,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2004.aspx,Navy,"Base Closure & Realignment, I-IV",http://www.secnav.navy.mil/fmc/fmb/Documents/04pres/constr/BRAC_book.pdf,NA,BRAC,not.reserve,not.amended
32,2004,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2004.aspx,Navy,Family Housing Construction,http://www.secnav.navy.mil/fmc/fmb/Documents/04pres/constr/FHCON_book.pdf,NA,Military.Construction,not.reserve,PBR.for.this.program.was.amended
33,2004,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2004.aspx,Navy,Military Construction & Family Housing Programs ,http://www.secnav.navy.mil/fmc/fmb/Documents/04pres/constr/MCN_BOOK.pdf,NA,Military.Construction,not.reserve,PBR.for.this.program.was.amended
34,2004,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2004.aspx,Navy,"Military Construction, Navy & Marine Corps Reserve Programs",http://www.secnav.navy.mil/fmc/fmb/Documents/04pres/constr/MCNR_BOOK.pdf,Navy,Military.Construction,reserve,PBR.for.this.program.was.amended
35,2004,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2004.aspx,Navy,"Research & Development, Navy (BA 1 - 3)",http://www.secnav.navy.mil/fmc/fmb/Documents/04pres/rdten/RDTEN_BA_1-3_BOOK.pdf,Navy,RDT.E,not.reserve,not.amended
36,2004,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2004.aspx,Navy,"Research & Development, Navy (BA 4)",http://www.secnav.navy.mil/fmc/fmb/Documents/04pres/rdten/RDTEN_BA_4_BOOK.pdf,Navy,RDT.E,not.reserve,not.amended
37,2004,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2004.aspx,Navy,"Research & Development, Navy (BA 5)",http://www.secnav.navy.mil/fmc/fmb/Documents/04pres/rdten/RDTEN_BA_5_BOOK.pdf,Navy,RDT.E,not.reserve,not.amended
38,2004,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2004.aspx,Navy,"Research & Development, Navy (BA 6)",http://www.secnav.navy.mil/fmc/fmb/Documents/04pres/rdten/RDTEN_BA_6_BOOK.pdf,Navy,RDT.E,not.reserve,not.amended
39,2004,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2004.aspx,Navy,"Research & Development, Navy (BA 7)",http://www.secnav.navy.mil/fmc/fmb/Documents/04pres/rdten/RDTEN_BA_7_BOOK.pdf,Navy,RDT.E,not.reserve,not.amended
1,2005,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2005.aspx,Navy,Budget Highlights Book,http://www.secnav.navy.mil/fmc/fmb/Documents/05pres/highbook/HIGHLIGHTS_BOOK.pdf,NA,summary.docs,not.reserve,PBR.for.this.program.was.amended
2,2005,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2005.aspx,Navy,Office of Budget FY05 Databook,http://www.secnav.navy.mil/fmc/fmb/Documents/05pres/databook/databook.pdf,NA,summary.docs,not.reserve,PBR.for.this.program.was.amended
3,2005,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2005.aspx,Navy,Supporting Exhibits,http://www.secnav.navy.mil/fmc/fmb/Documents/05pres/SUPP/SUPP_BOOK.pdf,NA,summary.docs,not.reserve,PBR.for.this.program.was.amended
4,2005,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2005.aspx,Navy,"Military Personnel, Navy",http://www.secnav.navy.mil/fmc/fmb/Documents/05pres/PERS/MPN_BOOK.pdf,Navy,Military.Personnel,not.reserve,PBR.for.this.program.was.amended
5,2005,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2005.aspx,Navy,"Military Personnel, Marine Corps",http://www.secnav.navy.mil/fmc/fmb/Documents/05pres/PERS/MPMC_BOOK.pdf,Marine.Corps,Military.Personnel,not.reserve,PBR.for.this.program.was.amended
6,2005,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2005.aspx,Navy,"Reserve Personnel, Navy",http://www.secnav.navy.mil/fmc/fmb/Documents/05pres/PERS/RPN_BOOK.pdf,Navy,Military.Personnel,reserve,PBR.for.this.program.was.amended
7,2005,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2005.aspx,Navy,"Reserve Personnel, Marine Corps",http://www.secnav.navy.mil/fmc/fmb/Documents/05pres/PERS/RPMC_BOOK.pdf,Marine.Corps,Military.Personnel,reserve,PBR.for.this.program.was.amended
8,2005,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2005.aspx,Navy,"Operation & Maintenance, Navy",http://www.secnav.navy.mil/fmc/fmb/Documents/05pres/OPS/OMN_BOOK.pdf,Navy,O.M,not.reserve,PBR.for.this.program.was.amended
9,2005,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2005.aspx,Navy,"Operation & Maintenance, Navy Databook",http://www.secnav.navy.mil/fmc/fmb/Documents/05pres/OPS/OMN_DataBook.pdf,Navy,O.M,not.reserve,PBR.for.this.program.was.amended
10,2005,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2005.aspx,Navy,"Operation & Maintenance, Marine Corps",http://www.secnav.navy.mil/fmc/fmb/Documents/05pres/OPS/OMMC_BOOK.pdf,Marine.Corps,O.M,not.reserve,PBR.for.this.program.was.amended
11,2005,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2005.aspx,Navy,"Operation & Maintenance, Marine Corps Databook",http://www.secnav.navy.mil/fmc/fmb/Documents/05pres/OPS/OMMC_DataBook.pdf,Marine.Corps,O.M,not.reserve,PBR.for.this.program.was.amended
12,2005,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2005.aspx,Navy,"Operation & Maintenance, Navy Reserve",http://www.secnav.navy.mil/fmc/fmb/Documents/05pres/OPS/OMNR_BOOK.pdf,Navy,O.M,reserve,PBR.for.this.program.was.amended
13,2005,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2005.aspx,Navy,"Operation & Maintenance, Marine Corps Reserve",http://www.secnav.navy.mil/fmc/fmb/Documents/05pres/OPS/OMMCR_BOOK.pdf,Marine.Corps,O.M,reserve,PBR.for.this.program.was.amended
14,2005,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2005.aspx,Navy,Navy Working Captial Fund,http://www.secnav.navy.mil/fmc/fmb/Documents/05pres/nwcf/NWCF_BOOK.pdf,Navy,summary.docs,not.reserve,PBR.for.this.program.was.amended
15,2005,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2005.aspx,Navy,"Weapons Procurement, Navy",http://www.secnav.navy.mil/fmc/fmb/Documents/05pres/PROC/WPN_book.pdf,Navy,Procurement.General,not.reserve,PBR.for.this.program.was.amended
16,2005,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2005.aspx,Navy,"Shipbuilding and Conversion, Navy",http://www.secnav.navy.mil/fmc/fmb/Documents/05pres/PROC/SCN_BOOK.pdf,Navy,Procurement.General,not.reserve,PBR.for.this.program.was.amended
17,2005,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2005.aspx,Navy,Procurement Marine Corps,http://www.secnav.navy.mil/fmc/fmb/Documents/05pres/PROC/PMC_BOOK.pdf,Marine.Corps,Procurement.General,not.reserve,PBR.for.this.program.was.amended
18,2005,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2005.aspx,Navy,National Defense Sealift Fund,http://www.secnav.navy.mil/fmc/fmb/Documents/05pres/PROC/NDSF_BOOK.pdf,NA,Procurement.General,not.reserve,PBR.for.this.program.was.amended
19,2005,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2005.aspx,Navy,"Consolidated Spares and Repair Parts, Navy",http://www.secnav.navy.mil/fmc/fmb/Documents/05pres/PROC/spares_book.pdf,Navy,Procurement.General,not.reserve,PBR.for.this.program.was.amended
20,2005,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2005.aspx,Navy,"Aircraft Procurement, BA 1-4",http://www.secnav.navy.mil/fmc/fmb/Documents/05pres/PROC/APN_BA_1-4_BOOK.pdf,NA,Procurement.Aircraft,not.reserve,not.amended
21,2005,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2005.aspx,Navy,"Aircraft Procurement, BA 5",http://www.secnav.navy.mil/fmc/fmb/Documents/05pres/PROC/APN_BA_5_BOOK.pdf,NA,Procurement.Aircraft,not.reserve,not.amended
22,2005,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2005.aspx,Navy,"Aircraft Procurement, BA 7",http://www.secnav.navy.mil/fmc/fmb/Documents/05pres/PROC/APN_BA_7_BOOK.pdf,NA,Procurement.Aircraft,not.reserve,not.amended
23,2005,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2005.aspx,Navy,"Other Procurement, BA 1",http://www.secnav.navy.mil/fmc/fmb/Documents/05pres/PROC/OPN_BA_1_BOOK.pdf,NA,Procurement.Other,not.reserve,PBR.for.this.program.was.amended
24,2005,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2005.aspx,Navy,"Other Procurement, BA 2",http://www.secnav.navy.mil/fmc/fmb/Documents/05pres/PROC/OPN_BA_2_BOOK.pdf,NA,Procurement.Other,not.reserve,PBR.for.this.program.was.amended
